city_name,country_name,country_code,state_name,city_full_name,state_id,city_id
Fu’an,China,CN,Fujian,"Fu’an, Fujian",,
Kumul,China,CN,Xinjiang,"Kumul, Xinjiang",,
Luofeng,China,CN,Shandong,"Luofeng, Shandong",,
Lingyuan,China,CN,Liaoning,"Lingyuan, Liaoning",,
Huzhou,China,CN,Zhejiang,"Huzhou, Zhejiang",,
Wencheng,China,CN,Hainan,"Wencheng, Hainan",,
Shenzhou,China,CN,Hebei,"Shenzhou, Hebei",,
Kuiju,China,CN,Shandong,"Kuiju, Shandong",,
Zhenzhou,China,CN,Jiangsu,"Zhenzhou, Jiangsu",,
Jieshou,China,CN,Anhui,"Jieshou, Anhui",,
Dangyang,China,CN,Hubei,"Dangyang, Hubei",,
Luanzhou,China,CN,Hebei,"Luanzhou, Hebei",,
Korla,China,CN,Xinjiang,"Korla, Xinjiang",,
Huanghua,China,CN,Hebei,"Huanghua, Hebei",,
Xingcheng,China,CN,Liaoning,"Xingcheng, Liaoning",,
Kaiyuan,China,CN,Liaoning,"Kaiyuan, Liaoning",,
Fengcheng,China,CN,Liaoning,"Fengcheng, Liaoning",,
Ghulja,China,CN,Xinjiang,"Ghulja, Xinjiang",,
Xiangyang,China,CN,Shaanxi,"Xiangyang, Shaanxi",,
Fuding,China,CN,Fujian,"Fuding, Fujian",,
Chang’an,China,CN,Hunan,"Chang’an, Hunan",,
Aksu,China,CN,Xinjiang,"Aksu, Xinjiang",,
Wuhai,China,CN,Inner Mongolia,"Wuhai, Inner Mongolia",,
Mingguang,China,CN,Anhui,"Mingguang, Anhui",,
Ailan Mubage,China,CN,Xinjiang,"Ailan Mubage, Xinjiang",,
Yucheng,China,CN,Shandong,"Yucheng, Shandong",,
Longzhou,China,CN,Hubei,"Longzhou, Hubei",,
Anda,China,CN,Heilongjiang,"Anda, Heilongjiang",,
Jinghong,China,CN,Yunnan,"Jinghong, Yunnan",,
Heshan,China,CN,Guangdong,"Heshan, Guangdong",,
Zhoushan,China,CN,Zhejiang,"Zhoushan, Zhejiang",,
Jiaji,China,CN,Hainan,"Jiaji, Hainan",,
Beining,China,CN,Liaoning,"Beining, Liaoning",,
Yanji,China,CN,Jilin,"Yanji, Jilin",,
Yicheng,China,CN,Hubei,"Yicheng, Hubei",,
Encheng,China,CN,Guangdong,"Encheng, Guangdong",,
Kashgar,China,CN,Xinjiang,"Kashgar, Xinjiang",,
Yiwu,China,CN,Zhejiang,"Yiwu, Zhejiang",,
Jiaxing,China,CN,Zhejiang,"Jiaxing, Zhejiang",,
Meicheng,China,CN,Anhui,"Meicheng, Anhui",,
Taozhou,China,CN,Anhui,"Taozhou, Anhui",,
Hongjiang,China,CN,Hunan,"Hongjiang, Hunan",,
Dengtacun,China,CN,Liaoning,"Dengtacun, Liaoning",,
Zhijiang,China,CN,Hubei,"Zhijiang, Hubei",,
Chengjiao,China,CN,Henan,"Chengjiao, Henan",,
Beipiao,China,CN,Liaoning,"Beipiao, Liaoning",,
Suoluntun,China,CN,Jilin,"Suoluntun, Jilin",,
Duyun,China,CN,Guizhou,"Duyun, Guizhou",,
Yuanping,China,CN,Shanxi,"Yuanping, Shanxi",,
Shahe,China,CN,Hebei,"Shahe, Hebei",,
Gaoping,China,CN,Shanxi,"Gaoping, Shanxi",,
Dunhua,China,CN,Jilin,"Dunhua, Jilin",,
Kaihua,China,CN,Yunnan,"Kaihua, Yunnan",,
Fuyuan,China,CN,Heilongjiang,"Fuyuan, Heilongjiang",,
Jiannan,China,CN,Sichuan,"Jiannan, Sichuan",,
Nangong,China,CN,Hebei,"Nangong, Hebei",,
Jiaojiangcun,China,CN,Zhejiang,"Jiaojiangcun, Zhejiang",,
Laohekou,China,CN,Hubei,"Laohekou, Hubei",,
Beian,China,CN,Heilongjiang,"Beian, Heilongjiang",,
Fujin,China,CN,Heilongjiang,"Fujin, Heilongjiang",,
Xiaoyi,China,CN,Shanxi,"Xiaoyi, Shanxi",,
Qingzhen,China,CN,Guizhou,"Qingzhen, Guizhou",,
Kuqa,China,CN,Xinjiang,"Kuqa, Xinjiang",,
Xicheng,China,CN,Yunnan,"Xicheng, Yunnan",,
Jian’ou,China,CN,Fujian,"Jian’ou, Fujian",,
Huadian,China,CN,Jilin,"Huadian, Jilin",,
Minzhu,China,CN,Jilin,"Minzhu, Jilin",,
Tanbei,China,CN,Henan,"Tanbei, Henan",,
Yongji,China,CN,Shanxi,"Yongji, Shanxi",,
Danjiangkou,China,CN,Hubei,"Danjiangkou, Hubei",,
Ning’an,China,CN,Heilongjiang,"Ning’an, Heilongjiang",,
Zhangjiakou Shi Xuanhua Qu,China,CN,Hebei,"Zhangjiakou Shi Xuanhua Qu, Hebei",,
Jinchang,China,CN,Gansu,"Jinchang, Gansu",,
Guangming,China,CN,Jilin,"Guangming, Jilin",,
Yan’an Beilu,China,CN,Xinjiang,"Yan’an Beilu, Xinjiang",,
Mishan,China,CN,Heilongjiang,"Mishan, Heilongjiang",,
Hailin,China,CN,Heilongjiang,"Hailin, Heilongjiang",,
Lecheng,China,CN,Guangdong,"Lecheng, Guangdong",,
Zhengjiatun,China,CN,Jilin,"Zhengjiatun, Jilin",,
Pencheng,China,CN,Jiangxi,"Pencheng, Jiangxi",,
Dalai,China,CN,Jilin,"Dalai, Jilin",,
Xingren,China,CN,Guizhou,"Xingren, Guizhou",,
Wenlan,China,CN,Yunnan,"Wenlan, Yunnan",,
Fenyang,China,CN,Shanxi,"Fenyang, Shanxi",,
Nagqu,China,CN,Tibet,"Nagqu, Tibet",,
Fangting,China,CN,Sichuan,"Fangting, Sichuan",,
Linghai,China,CN,Liaoning,"Linghai, Liaoning",,
Taiping,China,CN,Sichuan,"Taiping, Sichuan",,
Jiexiu,China,CN,Shanxi,"Jiexiu, Shanxi",,
Jiangjiafan,China,CN,Hubei,"Jiangjiafan, Hubei",,
Xushan,China,CN,Zhejiang,"Xushan, Zhejiang",,
Yuyao,China,CN,Zhejiang,"Yuyao, Zhejiang",,
Hejin,China,CN,Shanxi,"Hejin, Shanxi",,
Hancheng,China,CN,Shaanxi,"Hancheng, Shaanxi",,
Karamay,China,CN,Xinjiang,"Karamay, Xinjiang",,
Tieli,China,CN,Heilongjiang,"Tieli, Heilongjiang",,
Yidu,China,CN,Hubei,"Yidu, Hubei",,
Lianzhou,China,CN,Guangdong,"Lianzhou, Guangdong",,
Helixi,China,CN,Anhui,"Helixi, Anhui",,
Lengshuijiang,China,CN,Hunan,"Lengshuijiang, Hunan",,
Anguo,China,CN,Hebei,"Anguo, Hebei",,
Panshi,China,CN,Jilin,"Panshi, Jilin",,
Huichang,China,CN,Henan,"Huichang, Henan",,
Yanjiao,China,CN,Hebei,"Yanjiao, Hebei",,
Shuanghejiedao,China,CN,Sichuan,"Shuanghejiedao, Sichuan",,
Wudalianchi,China,CN,Heilongjiang,"Wudalianchi, Heilongjiang",,
Yong’an,China,CN,Fujian,"Yong’an, Fujian",,
Hongzhai,China,CN,Gansu,"Hongzhai, Gansu",,
Licheng,China,CN,Guangxi,"Licheng, Guangxi",,
Yueqing,China,CN,Zhejiang,"Yueqing, Zhejiang",,
Yakeshi,China,CN,Inner Mongolia,"Yakeshi, Inner Mongolia",,
Yingmen,China,CN,Gansu,"Yingmen, Gansu",,
Lianran,China,CN,Yunnan,"Lianran, Yunnan",,
Tangdong,China,CN,Hunan,"Tangdong, Hunan",,
Hangu,China,CN,Tianjin,"Hangu, Tianjin",,
Yingzhong,China,CN,Jiangsu,"Yingzhong, Jiangsu",,
Bamiantong,China,CN,Heilongjiang,"Bamiantong, Heilongjiang",,
Ulanhot,China,CN,Inner Mongolia,"Ulanhot, Inner Mongolia",,
Yunzhong,China,CN,Shanxi,"Yunzhong, Shanxi",,
Binxian,China,CN,Shaanxi,"Binxian, Shaanxi",,
Hotan,China,CN,Xinjiang,"Hotan, Xinjiang",,
Dongyang,China,CN,Zhejiang,"Dongyang, Zhejiang",,
Kaiyuan,China,CN,Yunnan,"Kaiyuan, Yunnan",,
Zalantun,China,CN,Inner Mongolia,"Zalantun, Inner Mongolia",,
Yakou,China,CN,Henan,"Yakou, Henan",,
Datang,China,CN,Guangdong,"Datang, Guangdong",,
Qianzhou,China,CN,Hunan,"Qianzhou, Hunan",,
Quzhou,China,CN,Zhejiang,"Quzhou, Zhejiang",,
Linhai,China,CN,Zhejiang,"Linhai, Zhejiang",,
Hong’an,China,CN,Heilongjiang,"Hong’an, Heilongjiang",,
Hulin,China,CN,Heilongjiang,"Hulin, Heilongjiang",,
Fuquan,China,CN,Guizhou,"Fuquan, Guizhou",,
Tongchuanshi,China,CN,Shaanxi,"Tongchuanshi, Shaanxi",,
Huozhou,China,CN,Shanxi,"Huozhou, Shanxi",,
Jining,China,CN,Inner Mongolia,"Jining, Inner Mongolia",,
Zhuji,China,CN,Zhejiang,"Zhuji, Zhejiang",,
Shaowu,China,CN,Fujian,"Shaowu, Fujian",,
Linxia Chengguanzhen,China,CN,Gansu,"Linxia Chengguanzhen, Gansu",,
Bijiao,China,CN,Guangdong,"Bijiao, Guangdong",,
Wenling,China,CN,Zhejiang,"Wenling, Zhejiang",,
Wutong,China,CN,Zhejiang,"Wutong, Zhejiang",,
Huayin,China,CN,Shaanxi,"Huayin, Shaanxi",,
Jinshi,China,CN,Hunan,"Jinshi, Hunan",,
Manzhouli,China,CN,Inner Mongolia,"Manzhouli, Inner Mongolia",,
Beichengqu,China,CN,Inner Mongolia,"Beichengqu, Inner Mongolia",,
Diaobingshancun,China,CN,Liaoning,"Diaobingshancun, Liaoning",,
Zhangping,China,CN,Fujian,"Zhangping, Fujian",,
Shanhu,China,CN,Zhejiang,"Shanhu, Zhejiang",,
Atushi,China,CN,Xinjiang,"Atushi, Xinjiang",,
Shenmu,China,CN,Shaanxi,"Shenmu, Shaanxi",,
Lishui,China,CN,Zhejiang,"Lishui, Zhejiang",,
Wuyishan,China,CN,Fujian,"Wuyishan, Fujian",,
Chishui,China,CN,Guizhou,"Chishui, Guizhou",,
Bole,China,CN,Xinjiang,"Bole, Xinjiang",,
Jiayuguan,China,CN,Gansu,"Jiayuguan, Gansu",,
Hunchun,China,CN,Jilin,"Hunchun, Jilin",,
Longjin,China,CN,Guangdong,"Longjin, Guangdong",,
Ji’an Shi,China,CN,Jilin,"Ji’an Shi, Jilin",,
Gujiao,China,CN,Shanxi,"Gujiao, Shanxi",,
Golmud,China,CN,Qinghai,"Golmud, Qinghai",,
Rui’an,China,CN,Zhejiang,"Rui’an, Zhejiang",,
Taisheng,China,CN,Guangdong,"Taisheng, Guangdong",,
Dongning,China,CN,Heilongjiang,"Dongning, Heilongjiang",,
Pinghu,China,CN,Zhejiang,"Pinghu, Zhejiang",,
Huangyan,China,CN,Zhejiang,"Huangyan, Zhejiang",,
Jiutai,China,CN,Jilin,"Jiutai, Jilin",,
Puqi,China,CN,Hubei,"Puqi, Hubei",,
Lanxi,China,CN,Zhejiang,"Lanxi, Zhejiang",,
Zhugang,China,CN,Zhejiang,"Zhugang, Zhejiang",,
Helong,China,CN,Jilin,"Helong, Jilin",,
Donghua,China,CN,Gansu,"Donghua, Gansu",,
Xiashi,China,CN,Zhejiang,"Xiashi, Zhejiang",,
Dunhuang,China,CN,Gansu,"Dunhuang, Gansu",,
Luzhang,China,CN,Yunnan,"Luzhang, Yunnan",,
Longjing,China,CN,Jilin,"Longjing, Jilin",,
Tongjiang,China,CN,Heilongjiang,"Tongjiang, Heilongjiang",,
Guli,China,CN,Zhejiang,"Guli, Zhejiang",,
Lin’an,China,CN,Yunnan,"Lin’an, Yunnan",,
Tiantoujiao,China,CN,Guangdong,"Tiantoujiao, Guangdong",,
Linjiang,China,CN,Jilin,"Linjiang, Jilin",,
Fenglu,China,CN,Yunnan,"Fenglu, Yunnan",,
Basuo,China,CN,Hainan,"Basuo, Hainan",,
Kuytun,China,CN,Xinjiang,"Kuytun, Xinjiang",,
Zhanlicun,China,CN,Guangdong,"Zhanlicun, Guangdong",,
Fukang,China,CN,Xinjiang,"Fukang, Xinjiang",,
Simao,China,CN,Yunnan,"Simao, Yunnan",,
Jinggang,China,CN,Guangdong,"Jinggang, Guangdong",,
Tacheng,China,CN,Xinjiang,"Tacheng, Xinjiang",,
Zhengding,China,CN,Hebei,"Zhengding, Hebei",,
Nan Zhuang,China,CN,Guangdong,"Nan Zhuang, Guangdong",,
Chaoshan,China,CN,Guangdong,"Chaoshan, Guangdong",,
Xiaping,China,CN,Jiangxi,"Xiaping, Jiangxi",,
Dahuaishu,China,CN,Shanxi,"Dahuaishu, Shanxi",,
Fengyicun,China,CN,Guangdong,"Fengyicun, Guangdong",,
Dongsheng,China,CN,Guangdong,"Dongsheng, Guangdong",,
Yima,China,CN,Henan,"Yima, Henan",,
Xintang,China,CN,Guangdong,"Xintang, Guangdong",,
Dongxing,China,CN,Guangxi,"Dongxing, Guangxi",,
Altay,China,CN,Xinjiang,"Altay, Xinjiang",,
Jinjiang,China,CN,Hainan,"Jinjiang, Hainan",,
Nong’an,China,CN,Jilin,"Nong’an, Jilin",,
Shizhaobi,China,CN,Guangdong,"Shizhaobi, Guangdong",,
Shizuishan,China,CN,Ningxia,"Shizuishan, Ningxia",,
Yunxian Chengguanzhen,China,CN,Hubei,"Yunxian Chengguanzhen, Hubei",,
Shuangcheng,China,CN,Heilongjiang,"Shuangcheng, Heilongjiang",,
Zhangmu Touwei,China,CN,Guangdong,"Zhangmu Touwei, Guangdong",,
Jiangshan,China,CN,Zhejiang,"Jiangshan, Zhejiang",,
Nanqiaotou,China,CN,Guangdong,"Nanqiaotou, Guangdong",,
Zhaozhou,China,CN,Hebei,"Zhaozhou, Hebei",,
Lucheng,China,CN,Sichuan,"Lucheng, Sichuan",,
Fengcheng,China,CN,Shanxi,"Fengcheng, Shanxi",,
Baigou,China,CN,Hebei,"Baigou, Hebei",,
Shiyan,China,CN,,"Shiyan, ",,
Tumen,China,CN,Jilin,"Tumen, Jilin",,
Jizhou,China,CN,Hebei,"Jizhou, Hebei",,
Fugu,China,CN,Shaanxi,"Fugu, Shaanxi",,
Zhaxi,China,CN,Yunnan,"Zhaxi, Yunnan",,
Gexianzhuang,China,CN,Hebei,"Gexianzhuang, Hebei",,
Longtian,China,CN,Guangdong,"Longtian, Guangdong",,
Lianhe,China,CN,Heilongjiang,"Lianhe, Heilongjiang",,
Xiangcheng,China,CN,Yunnan,"Xiangcheng, Yunnan",,
Shuixi,China,CN,Guangdong,"Shuixi, Guangdong",,
Wuling,China,CN,Shanxi,"Wuling, Shanxi",,
Baisha,China,CN,Zhejiang,"Baisha, Zhejiang",,
Xuqiaocun,China,CN,Zhejiang,"Xuqiaocun, Zhejiang",,
Dongsheng,China,CN,Guangdong,"Dongsheng, Guangdong",,
Yongqing,China,CN,Hebei,"Yongqing, Hebei",,
Yulu,China,CN,Guangdong,"Yulu, Guangdong",,
Huanren,China,CN,Liaoning,"Huanren, Liaoning",,
Qiaotou,China,CN,Qinghai,"Qiaotou, Qinghai",,
Shacheng,China,CN,Hebei,"Shacheng, Hebei",,
Zhijiang,China,CN,Hunan,"Zhijiang, Hunan",,
Heshan,China,CN,Guangxi,"Heshan, Guangxi",,
Mazhang,China,CN,Guangdong,"Mazhang, Guangdong",,
Tangjia,China,CN,Guangdong,"Tangjia, Guangdong",,
Changbang,China,CN,Zhejiang,"Changbang, Zhejiang",,
Pingquan,China,CN,Hebei,"Pingquan, Hebei",,
Dali,China,CN,Shaanxi,"Dali, Shaanxi",,
Genhe,China,CN,Inner Mongolia,"Genhe, Inner Mongolia",,
Xishancun,China,CN,Guangdong,"Xishancun, Guangdong",,
Taoyang,China,CN,Gansu,"Taoyang, Gansu",,
Chongshan,China,CN,Hainan,"Chongshan, Hainan",,
Longjiang,China,CN,Heilongjiang,"Longjiang, Heilongjiang",,
Jincheng,China,CN,Shanxi,"Jincheng, Shanxi",,
Aihua,China,CN,Yunnan,"Aihua, Yunnan",,
Fugangcun,China,CN,Guangdong,"Fugangcun, Guangdong",,
Yunfu,China,CN,Yunnan,"Yunfu, Yunnan",,
Dongguazhen,China,CN,Yunnan,"Dongguazhen, Yunnan",,
Yishi,China,CN,Shanxi,"Yishi, Shanxi",,
Yilong,China,CN,Yunnan,"Yilong, Yunnan",,
Houzhuang,China,CN,Shanxi,"Houzhuang, Shanxi",,
Mengdingjie,China,CN,Yunnan,"Mengdingjie, Yunnan",,
Hengnan,China,CN,Guangdong,"Hengnan, Guangdong",,
Mositai,China,CN,Inner Mongolia,"Mositai, Inner Mongolia",,
Jingping,China,CN,Shanxi,"Jingping, Shanxi",,
Liancheng,China,CN,Yunnan,"Liancheng, Yunnan",,
Weifen,China,CN,Shanxi,"Weifen, Shanxi",,
Nanxicun,China,CN,Guangdong,"Nanxicun, Guangdong",,
Wangqing,China,CN,Jilin,"Wangqing, Jilin",,
Yishui,China,CN,Shandong,"Yishui, Shandong",,
Lingtang,China,CN,Guangdong,"Lingtang, Guangdong",,
Fenggang,China,CN,Guangdong,"Fenggang, Guangdong",,
Xiancun,China,CN,Guangdong,"Xiancun, Guangdong",,
Kargilik,China,CN,Xinjiang,"Kargilik, Xinjiang",,
Tangxing,China,CN,Shanxi,"Tangxing, Shanxi",,
Daxincun,China,CN,Ningxia,"Daxincun, Ningxia",,
Xishancun,China,CN,Guangdong,"Xishancun, Guangdong",,
Mingxing,China,CN,Shanxi,"Mingxing, Shanxi",,
Huolu,China,CN,Hebei,"Huolu, Hebei",,
Shancheng,China,CN,Shandong,"Shancheng, Shandong",,
Jinsha,China,CN,Guangdong,"Jinsha, Guangdong",,
Longkoucun,China,CN,Guangdong,"Longkoucun, Guangdong",,
Karakax,China,CN,Xinjiang,"Karakax, Xinjiang",,
Jinxing,China,CN,Ningxia,"Jinxing, Ningxia",,
Lechang,China,CN,Shanxi,"Lechang, Shanxi",,
Suileng,China,CN,Heilongjiang,"Suileng, Heilongjiang",,
Longxing,China,CN,Shanxi,"Longxing, Shanxi",,
Liuhu,China,CN,Gansu,"Liuhu, Gansu",,
Gutao,China,CN,Shanxi,"Gutao, Shanxi",,
Guozhen,China,CN,Shaanxi,"Guozhen, Shaanxi",,
Yuchengcun,China,CN,Guangdong,"Yuchengcun, Guangdong",,
Daijiazhuang,China,CN,Hebei,"Daijiazhuang, Hebei",,
Donggangli,China,CN,Hebei,"Donggangli, Hebei",,
Matoupu,China,CN,Hebei,"Matoupu, Hebei",,
Shengli,China,CN,Ningxia,"Shengli, Ningxia",,
Shangzhuangcun,China,CN,Guangdong,"Shangzhuangcun, Guangdong",,
Yihezhuang,China,CN,Hebei,"Yihezhuang, Hebei",,
Beidaying,China,CN,Hebei,"Beidaying, Hebei",,
Zhaoyu,China,CN,Shanxi,"Zhaoyu, Shanxi",,
Dongta,China,CN,Ningxia,"Dongta, Ningxia",,
Xingangli,China,CN,Hebei,"Xingangli, Hebei",,
Fengdeng,China,CN,Ningxia,"Fengdeng, Ningxia",,
Fulin,China,CN,Sichuan,"Fulin, Sichuan",,
Xiongzhou,China,CN,Hebei,"Xiongzhou, Hebei",,
Xiegang,China,CN,Guangdong,"Xiegang, Guangdong",,
Fengning,China,CN,Hebei,"Fengning, Hebei",,
Fanyang,China,CN,Anhui,"Fanyang, Anhui",,
Wujiaqu,China,CN,Xinjiang,"Wujiaqu, Xinjiang",,
Longquan,China,CN,Shanxi,"Longquan, Shanxi",,
Longkeng,China,CN,Guangdong,"Longkeng, Guangdong",,
Jinbi,China,CN,Yunnan,"Jinbi, Yunnan",,
Xiluodu,China,CN,Yunnan,"Xiluodu, Yunnan",,
Boli,China,CN,Heilongjiang,"Boli, Heilongjiang",,
Yi Xian,China,CN,Hebei,"Yi Xian, Hebei",,
Jinshan,China,CN,Yunnan,"Jinshan, Yunnan",,
Bayan Hot,China,CN,Inner Mongolia,"Bayan Hot, Inner Mongolia",,
Wangjia,China,CN,Zhejiang,"Wangjia, Zhejiang",,
Yunnanyi,China,CN,Yunnan,"Yunnanyi, Yunnan",,
Linquan,China,CN,Shanxi,"Linquan, Shanxi",,
Laiyuan,China,CN,Hebei,"Laiyuan, Hebei",,
Weiyuan,China,CN,Yunnan,"Weiyuan, Yunnan",,
Julu,China,CN,Hebei,"Julu, Hebei",,
Hezuo,China,CN,Gansu,"Hezuo, Gansu",,
Leping,China,CN,Shanxi,"Leping, Shanxi",,
Qiantangcun,China,CN,Guangdong,"Qiantangcun, Guangdong",,
Dongchuan,China,CN,Yunnan,"Dongchuan, Yunnan",,
Pingyuanjie,China,CN,Yunnan,"Pingyuanjie, Yunnan",,
Changting,China,CN,Fujian,"Changting, Fujian",,
Leshou,China,CN,Hebei,"Leshou, Hebei",,
Heyunkeng,China,CN,Guangdong,"Heyunkeng, Guangdong",,
Wulan,China,CN,Gansu,"Wulan, Gansu",,
Menglang,China,CN,Yunnan,"Menglang, Yunnan",,
Dingcheng,China,CN,Hainan,"Dingcheng, Hainan",,
Tuncheng,China,CN,Hainan,"Tuncheng, Hainan",,
Yaofeng,China,CN,Shanxi,"Yaofeng, Shanxi",,
Ducheng,China,CN,Guangdong,"Ducheng, Guangdong",,
Shaoshanzhan,China,CN,Hunan,"Shaoshanzhan, Hunan",,
Longchuan,China,CN,Yunnan,"Longchuan, Yunnan",,
Longhua,China,CN,Hebei,"Longhua, Hebei",,
Luancheng,China,CN,Hebei,"Luancheng, Hebei",,
Korgas,China,CN,Xinjiang,"Korgas, Xinjiang",,
Nantingcun,China,CN,Guangdong,"Nantingcun, Guangdong",,
Wutiancun,China,CN,Guangdong,"Wutiancun, Guangdong",,
Wuyi,China,CN,Hebei,"Wuyi, Hebei",,
Xiedian,China,CN,Shanxi,"Xiedian, Shanxi",,
Kongjiazhuang,China,CN,Hebei,"Kongjiazhuang, Hebei",,
Hengkou,China,CN,Shaanxi,"Hengkou, Shaanxi",,
Xindian,China,CN,Yunnan,"Xindian, Yunnan",,
Shuibian,China,CN,Guangdong,"Shuibian, Guangdong",,
Yanggao,China,CN,Guangdong,"Yanggao, Guangdong",,
Shiji,China,CN,Guangdong,"Shiji, Guangdong",,
Koktokay,China,CN,Xinjiang,"Koktokay, Xinjiang",,
Mabai,China,CN,Yunnan,"Mabai, Yunnan",,
Jinhe,China,CN,Yunnan,"Jinhe, Yunnan",,
Jiangna,China,CN,Yunnan,"Jiangna, Yunnan",,
Pingyi,China,CN,Shandong,"Pingyi, Shandong",,
Hengbei,China,CN,Guangdong,"Hengbei, Guangdong",,
Chengbin,China,CN,Hainan,"Chengbin, Hainan",,
Linkou,China,CN,Heilongjiang,"Linkou, Heilongjiang",,
Funing,China,CN,Hebei,"Funing, Hebei",,
Daying,China,CN,Hebei,"Daying, Hebei",,
Dongguan,China,CN,Shanxi,"Dongguan, Shanxi",,
E’erguna,China,CN,Inner Mongolia,"E’erguna, Inner Mongolia",,
Fancheng,China,CN,Shanxi,"Fancheng, Shanxi",,
Tailai,China,CN,Heilongjiang,"Tailai, Heilongjiang",,
Longquan,China,CN,Zhejiang,"Longquan, Zhejiang",,
Xinglong,China,CN,Hebei,"Xinglong, Hebei",,
Zhongcheng,China,CN,Yunnan,"Zhongcheng, Yunnan",,
Puqiancun,China,CN,Guangdong,"Puqiancun, Guangdong",,
Tongye,China,CN,Hebei,"Tongye, Hebei",,
Chaigoubu,China,CN,Hebei,"Chaigoubu, Hebei",,
Jingzhou,China,CN,Hebei,"Jingzhou, Hebei",,
Lanxi,China,CN,Heilongjiang,"Lanxi, Heilongjiang",,
Zhuolu,China,CN,Hebei,"Zhuolu, Hebei",,
Wenping,China,CN,Yunnan,"Wenping, Yunnan",,
Xiangjiaba,China,CN,Yunnan,"Xiangjiaba, Yunnan",,
Keshan,China,CN,Heilongjiang,"Keshan, Heilongjiang",,
Yinying,China,CN,Shanxi,"Yinying, Shanxi",,
Baiquan,China,CN,Heilongjiang,"Baiquan, Heilongjiang",,
Pan’an,China,CN,Gansu,"Pan’an, Gansu",,
Guzhou,China,CN,Guizhou,"Guzhou, Guizhou",,
Rongcheng,China,CN,Hebei,"Rongcheng, Hebei",,
Zhanggu,China,CN,Sichuan,"Zhanggu, Sichuan",,
Fanzhuang,China,CN,Hebei,"Fanzhuang, Hebei",,
Shangchuankou,China,CN,Qinghai,"Shangchuankou, Qinghai",,
Qingquan,China,CN,Gansu,"Qingquan, Gansu",,
Yitiaoshan,China,CN,Gansu,"Yitiaoshan, Gansu",,
Yanghe,China,CN,Ningxia,"Yanghe, Ningxia",,
Liuhe,China,CN,Jilin,"Liuhe, Jilin",,
Huishi,China,CN,Gansu,"Huishi, Gansu",,
Chengjiao Chengguanzhen,China,CN,Gansu,"Chengjiao Chengguanzhen, Gansu",,
Xinhua,China,CN,Yunnan,"Xinhua, Yunnan",,
Wanzhuang,China,CN,Hebei,"Wanzhuang, Hebei",,
Zanhuang,China,CN,Hebei,"Zanhuang, Hebei",,
Longshan,China,CN,Guizhou,"Longshan, Guizhou",,
Yuquan,China,CN,Shanxi,"Yuquan, Shanxi",,
Lushar,China,CN,Qinghai,"Lushar, Qinghai",,
Guangping,China,CN,Hebei,"Guangping, Hebei",,
Weiyuan,China,CN,Qinghai,"Weiyuan, Qinghai",,
Qarqan,China,CN,Xinjiang,"Qarqan, Xinjiang",,
Huinan,China,CN,Jilin,"Huinan, Jilin",,
Xieqiaocun,China,CN,Zhejiang,"Xieqiaocun, Zhejiang",,
Huquan,China,CN,Shanxi,"Huquan, Shanxi",,
Xibang,China,CN,Jiangsu,"Xibang, Jiangsu",,
Qinggang,China,CN,Heilongjiang,"Qinggang, Heilongjiang",,
Lingshou,China,CN,Hebei,"Lingshou, Hebei",,
Bamei,China,CN,Yunnan,"Bamei, Yunnan",,
Kangbao,China,CN,Hebei,"Kangbao, Hebei",,
Yangqingcun,China,CN,Guangdong,"Yangqingcun, Guangdong",,
Wenxicun,China,CN,Zhejiang,"Wenxicun, Zhejiang",,
Shangtangcun,China,CN,Guangdong,"Shangtangcun, Guangdong",,
Meihua,China,CN,Hebei,"Meihua, Hebei",,
Xinmin,China,CN,Shaanxi,"Xinmin, Shaanxi",,
Yongyang,China,CN,Guizhou,"Yongyang, Guizhou",,
Shihe,China,CN,Shanxi,"Shihe, Shanxi",,
Dongcun,China,CN,Shanxi,"Dongcun, Shanxi",,
Yongbei,China,CN,Yunnan,"Yongbei, Yunnan",,
Lianzhuang,China,CN,Hebei,"Lianzhuang, Hebei",,
Suifenhe,China,CN,Heilongjiang,"Suifenhe, Heilongjiang",,
Huajiang,China,CN,Guizhou,"Huajiang, Guizhou",,
Zhoujiajing,China,CN,Jiangsu,"Zhoujiajing, Jiangsu",,
Gannan,China,CN,Heilongjiang,"Gannan, Heilongjiang",,
Tianningcun,China,CN,Zhejiang,"Tianningcun, Zhejiang",,
Zengcun,China,CN,Hebei,"Zengcun, Hebei",,
Xikeng,China,CN,Guangdong,"Xikeng, Guangdong",,
Wuyang,China,CN,Guizhou,"Wuyang, Guizhou",,
Sucun,China,CN,Anhui,"Sucun, Anhui",,
Yanguancun,China,CN,Zhejiang,"Yanguancun, Zhejiang",,
Sunshi,China,CN,Hebei,"Sunshi, Hebei",,
Ma’erkang,China,CN,Sichuan,"Ma’erkang, Sichuan",,
Jiantang,China,CN,Yunnan,"Jiantang, Yunnan",,
Huaniu,China,CN,Gansu,"Huaniu, Gansu",,
Gengzhuangqiao,China,CN,Hebei,"Gengzhuangqiao, Hebei",,
Xiezhou,China,CN,Shanxi,"Xiezhou, Shanxi",,
Ping’an,China,CN,Qinghai,"Ping’an, Qinghai",,
Qianwu,China,CN,Guangdong,"Qianwu, Guangdong",,
Shicun,China,CN,Hebei,"Shicun, Hebei",,
Chini,China,CN,Guangdong,"Chini, Guangdong",,
Mengla,China,CN,Yunnan,"Mengla, Yunnan",,
